index,city,state,zipcode,address,loc_name,loc_number,url,promotion,latitude,longitude,is_open,closed_message,delivery_fee,delivery_time,review_count,review_rating,price_bucket,img1,img2,img3,img4,img5,scan_date,TID
173,Pelham,AL,35124,"630 Cahaba Valley Road, Pelham, AL 35124",KFC (630 Cahaba Valley Road),a4912897-1132-45a8-943f-08f8236707cb,https://www.ubereats.com/store/kfc-630-cahaba-valley-road/a4912897-1132-45a8-943f-08f8236707cb,,33.335005,-86.781726,False,Available at 10:30 AM,,,26.0,4.6,$,https://d1ralsognjng37.cloudfront.net/e49579f2-20c2-4f0d-9a16-6945cfa93edd.jpeg,https://d1ralsognjng37.cloudfront.net/3b772305-c298-42a1-a360-48b7c3fd2e6f.jpeg,https://d1ralsognjng37.cloudfront.net/4c6cbbd9-60c0-4284-8c81-70cc45807071.jpeg,https://d1ralsognjng37.cloudfront.net/ca340144-8602-4be6-af4c-ea5151354326.jpeg,https://d1ralsognjng37.cloudfront.net/4545b205-9136-4478-a405-ed5e8129d9d2.jpeg,2022-11-09 18:03:43,174
174,3300 Pelham Pkwy,AL,35124,"3300 Pelham Pkwy, AL 35124",Popeyes (3300 Pelham Pkwy),d10ca62c-3ecb-47e7-ab3f-e9778e8ff08f,https://www.ubereats.com/store/popeyes-3300-pelham-pkwy/d10ca62c-3ecb-47e7-ab3f-e9778e8ff08f,,33.2796541,-86.8118863,False,Available at 10:00 AM,,,17.0,4.8,$,https://tb-static.uber.com/prod/image-proc/processed_images/f89e82f644ba1bcb4fe1ddb30b86d0a3/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f89e82f644ba1bcb4fe1ddb30b86d0a3/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f89e82f644ba1bcb4fe1ddb30b86d0a3/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f89e82f644ba1bcb4fe1ddb30b86d0a3/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f89e82f644ba1bcb4fe1ddb30b86d0a3/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,175
175,Bessemer,AL,35020,"1801 Carolina Ave., Bessemer, AL 35020",Church's Texas Chicken (1801 Carolina Ave.),1970fe8b-9a4d-4581-8e2c-a15324787f2a,https://www.ubereats.com/store/churchs-texas-chicken-1801-carolina-ave/1970fe8b-9a4d-4581-8e2c-a15324787f2a,"Spend $35, Save $5",33.3998231,-86.9504255,False,Available at 10:45 AM,,,,,$,https://tb-static.uber.com/prod/image-proc/processed_images/db8d2aa8cfa477e882728bd95b30f549/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/db8d2aa8cfa477e882728bd95b30f549/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/db8d2aa8cfa477e882728bd95b30f549/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/db8d2aa8cfa477e882728bd95b30f549/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/db8d2aa8cfa477e882728bd95b30f549/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,176
176,Alabaster,AL,35007,"634 1st St Ne, Alabaster, AL 35007",Pizza Hut (634 1st St NE),f59f3a69-fc24-5e18-bbae-a6e3ec603b92,https://www.ubereats.com/store/pizza-hut-634-1st-st-ne/f59f3a69-fc24-5e18-bbae-a6e3ec603b92,,33.25043,-86.81475,False,Available at 10:00 AM,,,,,$,https://tb-static.uber.com/prod/image-proc/processed_images/b44b50dd3ff8cb53bd17f6df3abc8125/c73ecc27d2a9eaa735b1ee95304ba588.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b44b50dd3ff8cb53bd17f6df3abc8125/445a4b2618e10f7db95d4f17a85b117d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b44b50dd3ff8cb53bd17f6df3abc8125/1651207c9cb2a7942b37b3f3e4a0b899.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b44b50dd3ff8cb53bd17f6df3abc8125/1153e79d90aa7e9dd2351e1aa8dc4e16.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b44b50dd3ff8cb53bd17f6df3abc8125/820883a48567670acbd720bc76391291.jpeg,2022-11-09 18:03:43,177
177,Pelham,AL,35124,"400 Cahaba Valley Rd, Pelham, AL 35124",Hooters (Pelham),2f1eb144-7c22-40eb-ad00-5ad91ffd222c,https://www.ubereats.com/store/hooters-pelham/2f1eb144-7c22-40eb-ad00-5ad91ffd222c,,33.3338457,-86.7844649,False,Available at 11:00 AM,,,46.0,4.3,$$,https://d1ralsognjng37.cloudfront.net/5e4f8638-e245-44df-937f-28522210515a.jpeg,https://d1ralsognjng37.cloudfront.net/4813deed-d4e1-4f84-838e-537519e1d938.jpeg,https://d1ralsognjng37.cloudfront.net/1beb3946-6e86-48bd-bf51-9277df1713f1.jpeg,https://d1ralsognjng37.cloudfront.net/88b48324-06e4-46f7-b1e6-0cc519f57f45.jpeg,https://d1ralsognjng37.cloudfront.net/2f42a91a-30f2-4286-922d-4fa860829a6f.jpeg,2022-11-09 18:03:43,178
178,Alabaster,AL,35007,"100 South Colonial Drive , Suite 600, Alabaster, AL 35007",Honey Baked Ham (100 S Colonial Dr),dfde6019-ff48-4b6d-a336-6ade95daa6e5,https://www.ubereats.com/store/honey-baked-ham-100-s-colonial-dr/dfde6019-ff48-4b6d-a336-6ade95daa6e5,,33.22681,-86.80389,False,Available at 9:30 AM,,,,,$,https://d1ralsognjng37.cloudfront.net/e96d052a-ece2-411d-abc6-6aa75aaf2c2b.jpeg,https://d1ralsognjng37.cloudfront.net/39bb4052-1677-4e5e-af23-dceb8be72cf8.jpeg,https://d1ralsognjng37.cloudfront.net/85e800c7-130a-42ef-a747-16b13caad50c.jpeg,https://d1ralsognjng37.cloudfront.net/85897880-b3eb-402a-825c-528dce64ab46.jpeg,https://d1ralsognjng37.cloudfront.net/f8e3ed94-c77e-4324-a6fb-2d3aa4d8d76d.jpeg,2022-11-09 18:03:43,179
179,Hoover,AL,35244,"Riverchase Galleria & Montgomery Highway South, Hoover, AL 35244",Wings Out (Birmingham),37e08667-b79e-5fe7-9f2d-037af46c32db,https://www.ubereats.com/store/wings-out-birmingham/37e08667-b79e-5fe7-9f2d-037af46c32db,,33.37987,-86.80498,False,Available at 11:00 AM,,,,,$$,https://d1ralsognjng37.cloudfront.net/9e00e840-74a1-43d5-980f-1f5e51bceeb2.jpeg,https://d1ralsognjng37.cloudfront.net/1c4233b5-006a-4690-9e6e-907663ab3dec.jpeg,https://d1ralsognjng37.cloudfront.net/1196e972-9bd4-4b7b-a6b8-41e66645f624.jpeg,https://d1ralsognjng37.cloudfront.net/b51b0bcc-ad05-44d1-bffe-76ea417f44ff.jpeg,https://d1ralsognjng37.cloudfront.net/fb7d3128-e0b2-46ac-ad83-35338cf179ea.jpeg,2022-11-09 18:03:43,180
180,Pelham,AL,35124,"400 Cahaba Valley Rd, Pelham, AL 35124",Hootie's Bait & Tackle (400 Cahaba Valley Rd),7aa9dc84-5676-48eb-a6ee-656e5c235c62,https://www.ubereats.com/store/hooties-bait-&-tackle-400-cahaba-valley-rd/7aa9dc84-5676-48eb-a6ee-656e5c235c62,"Spend $20, Save $5",33.3338457,-86.7844649,False,Available at 11:00 AM,,,,,$$,https://d1ralsognjng37.cloudfront.net/37679471-01ec-45d8-b264-b4b28d00b833.jpeg,https://d1ralsognjng37.cloudfront.net/44e81f0a-046c-4b9c-b034-ca5877068815.jpeg,https://d1ralsognjng37.cloudfront.net/5d1152cb-d5c1-45a2-a37b-dd8f6e4159a8.jpeg,https://d1ralsognjng37.cloudfront.net/b9f5e658-96b3-4c84-8dea-af7e325b0236.jpeg,https://d1ralsognjng37.cloudfront.net/cd64735c-45af-4aa3-8f61-d5007c0027b2.jpeg,2022-11-09 18:03:43,181
181,Hoover,AL,35244,"4351 Creekside Ave., Hoover, AL 35244",buybuy BABY (4351 Creekside Ave.),32169f07-c7e8-4dbc-9a36-f6a637b08efa,https://www.ubereats.com/store/buybuy-baby-4351-creekside-ave/32169f07-c7e8-4dbc-9a36-f6a637b08efa,,33.3761,-86.81595,False,Available at 10:00 AM,,,,,$,https://d1ralsognjng37.cloudfront.net/1550c2d9-5912-46b7-a849-559d7ebca8fa.jpeg,https://d1ralsognjng37.cloudfront.net/c5870f40-aaf2-447f-b243-97dfd1cc60e2.jpeg,https://d1ralsognjng37.cloudfront.net/acf6f8c3-8816-43f9-a7af-bc1e318892db.jpeg,https://d1ralsognjng37.cloudfront.net/8f3a5546-b4d5-41e4-b6d5-73a1c464f007.jpeg,https://d1ralsognjng37.cloudfront.net/a10a8d4f-4dee-4c46-955b-1277ce1a86b8.jpeg,2022-11-09 18:03:43,182
182,Birmingham,AL,35244,"4330 Creekside Ave, Birmingham, AL 35244",Twin Peaks (Hoover),947170a8-70d3-414b-82ca-94764bb97c08,https://www.ubereats.com/store/twin-peaks-hoover/947170a8-70d3-414b-82ca-94764bb97c08,,33.3768629,-86.8154981,False,Available at 10:45 AM,,,30.0,4.5,$,https://d1ralsognjng37.cloudfront.net/b18ab56c-58fe-421b-a75e-01bd209a9cf7.jpeg,https://d1ralsognjng37.cloudfront.net/d6905c7c-1516-41b4-8353-e4f88ee31de4.jpeg,https://d1ralsognjng37.cloudfront.net/24d65466-9244-4d4c-8fd3-30859ac059e3.jpeg,https://d1ralsognjng37.cloudfront.net/9c157a32-a8af-4ae2-9482-2376cf1984ff.jpeg,https://d1ralsognjng37.cloudfront.net/198354ab-2ae6-4b66-b634-5b9349f81cec.jpeg,2022-11-09 18:03:43,183
183,Hoover,AL,35244,"3032 John Hawkins Pkwy, Hoover, AL 35244",Jason's Deli (3032 John Hawkins Pkwy),932fe858-f417-4b9e-9c68-07c7839792d4,https://www.ubereats.com/store/jasons-deli-3032-john-hawkins-pkwy/932fe858-f417-4b9e-9c68-07c7839792d4,,33.3723581,-86.8120819,False,Available at 8:00 AM,,,85.0,4.6,$$,https://d1ralsognjng37.cloudfront.net/1cd1d7f7-50de-4595-ae3d-008582b350c4.jpeg,https://d1ralsognjng37.cloudfront.net/e77537a0-293e-40f8-b47d-72e083e59d33.jpeg,https://d1ralsognjng37.cloudfront.net/f48546f8-c415-4aff-8798-29426ee23c9b.jpeg,https://d1ralsognjng37.cloudfront.net/19fc4e53-4119-4e7a-b85e-f1f8de08693f.jpeg,https://d1ralsognjng37.cloudfront.net/4d875b41-c44e-41c3-bfa3-3a4379091c2b.jpeg,2022-11-09 18:03:43,184
184,Hoover,AL,35216,"1539 Montgomery Highway, Hoover, AL 35216",Wingstop (1539 Montgomery Highway),eecdffc3-4322-5aeb-afb7-94600d534d37,https://www.ubereats.com/store/wingstop-1539-montgomery-highway/eecdffc3-4322-5aeb-afb7-94600d534d37,,33.40895,-86.80611,False,Available at 11:00 AM,,,49.0,4.5,$$,https://tb-static.uber.com/prod/image-proc/processed_images/eb518e30062a3fa1d36c026b63e43312/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/eb518e30062a3fa1d36c026b63e43312/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/eb518e30062a3fa1d36c026b63e43312/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/eb518e30062a3fa1d36c026b63e43312/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/eb518e30062a3fa1d36c026b63e43312/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,185
185,Alabaster,AL,35007,"478 1st Street Sw, Alabaster, AL 35007",Maya Mexican Restaurant (Alabaster),5fe6a4d1-b5df-5a9b-99e4-eee0505220b5,https://www.ubereats.com/store/maya-mexican-restaurant-alabaster/5fe6a4d1-b5df-5a9b-99e4-eee0505220b5,,33.23978,-86.81788,False,Available at 11:00 AM,,,,,$,https://tb-static.uber.com/prod/image-proc/processed_images/93cfab3291c70eae8ac8ce6ee853205c/c73ecc27d2a9eaa735b1ee95304ba588.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/93cfab3291c70eae8ac8ce6ee853205c/445a4b2618e10f7db95d4f17a85b117d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/93cfab3291c70eae8ac8ce6ee853205c/1651207c9cb2a7942b37b3f3e4a0b899.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/93cfab3291c70eae8ac8ce6ee853205c/1153e79d90aa7e9dd2351e1aa8dc4e16.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/93cfab3291c70eae8ac8ce6ee853205c/820883a48567670acbd720bc76391291.jpeg,2022-11-09 18:03:43,186
186,Hoover,AL,35244,"1851 Montgomery Highway Suites 107, 109 And 111, Hoover, AL 35244","Cicis (1851 Montgomery Highway Suites 107, 109 And 111)",fcfea989-d3e2-40a1-9842-9336e2a3d7ca,https://www.ubereats.com/store/cicis-1851-montgomery-highway-suites-107-109-and-111/fcfea989-d3e2-40a1-9842-9336e2a3d7ca,,33.3701413,-86.7983441,False,Available at 10:30 AM,,,,,$,,,,,,2022-11-09 18:03:43,187
187,Calera,AL,35040,"10874 Alabama 25, Calera, AL 35040",Adventurer's Coffee Co (Calera),67a82ef6-b109-4b52-b314-2c1893eb6b93,https://www.ubereats.com/store/adventurers-coffee-co-calera/67a82ef6-b109-4b52-b314-2c1893eb6b93,,33.10304,-86.7518,False,Available at 6:00 AM,,,,,$,https://d1ralsognjng37.cloudfront.net/3a941941-805e-4c8e-bb86-8e640685f218.jpeg,https://d1ralsognjng37.cloudfront.net/5d71a1df-b55a-48db-ad83-d65b59a7b4b5.jpeg,https://d1ralsognjng37.cloudfront.net/be2e5e6a-48ab-49a7-8c5a-d9bbe4fef4d4.jpeg,https://d1ralsognjng37.cloudfront.net/337ec3da-3b5f-4e9c-ae88-9c47ae0427a2.jpeg,https://d1ralsognjng37.cloudfront.net/a286919f-d2de-40d1-a7fc-d6eb489e3e7f.jpeg,2022-11-09 18:03:43,188
188,Hoover,AL,35244,"1851 Montgomery Highway, Hoover, AL 35244",Cici's Pizza (1851 Montgomery Highway),1740eb69-0ae4-4640-b589-5bc8fd68417a,https://www.ubereats.com/store/cicis-pizza-1851-montgomery-highway/1740eb69-0ae4-4640-b589-5bc8fd68417a,,33.3701413,-86.7983441,False,Available at 11:00 AM,,,,,$,https://d1ralsognjng37.cloudfront.net/8729283e-6345-4531-9562-c3253e0811bc.jpeg,https://d1ralsognjng37.cloudfront.net/5b65ff90-bbca-4062-8e4a-f27fcea7026a.jpeg,https://d1ralsognjng37.cloudfront.net/d2895e73-e337-4ade-88ce-310f1a6282ce.jpeg,https://d1ralsognjng37.cloudfront.net/1842a0f3-c751-4581-b08c-30369e6d9ae0.jpeg,https://d1ralsognjng37.cloudfront.net/3917b782-d1e8-4919-897d-3456cfd55cfb.jpeg,2022-11-09 18:03:43,189
189,Gadsden,AL,35903,"114 East Meighan Boulevard, Gadsden, AL 35903",Krystal (114 E. Meighan Blvd),228ba9b3-677f-5088-a459-ee0f6f3204b8,https://www.ubereats.com/store/krystal-114-e-meighan-blvd/228ba9b3-677f-5088-a459-ee0f6f3204b8,,34.01109,-85.99064,True,,,40–55 min,,,$,https://tb-static.uber.com/prod/image-proc/processed_images/be569e421741a9454c3003790bcf87ee/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/be569e421741a9454c3003790bcf87ee/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/be569e421741a9454c3003790bcf87ee/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/be569e421741a9454c3003790bcf87ee/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/be569e421741a9454c3003790bcf87ee/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,190
190,Gadsden,AL,35954,"101 Enterprise Drive, Gadsden, AL 35954",McDonald's (101 Enterprise Drive),bd1d4e2b-967b-46e2-b0eb-069aad52ff9d,https://www.ubereats.com/store/mcdonalds-101-enterprise-drive/bd1d4e2b-967b-46e2-b0eb-069aad52ff9d,,33.99727,-86.09319,False,Opens at 5:00 AM,,,,,$,https://tb-static.uber.com/prod/image-proc/processed_images/8220e2123e968808ef4e4908d59f7200/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/8220e2123e968808ef4e4908d59f7200/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/8220e2123e968808ef4e4908d59f7200/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/8220e2123e968808ef4e4908d59f7200/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/8220e2123e968808ef4e4908d59f7200/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,191
191,Gadsden,AL,35904,"101 Taylor Drive, Gadsden, AL 35904",Cracker Barrel Old Country Store (101 Taylor Drive),d5779d44-afab-4714-830f-3828ff9c0b95,https://www.ubereats.com/store/cracker-barrel-old-country-store-101-taylor-drive/d5779d44-afab-4714-830f-3828ff9c0b95,,33.99783,-86.0901397,False,Opens at 7:30 AM,,,18.0,4.4,$,https://tb-static.uber.com/prod/image-proc/processed_images/f68e9f92313352ac5b4c9eb9db087111/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f68e9f92313352ac5b4c9eb9db087111/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f68e9f92313352ac5b4c9eb9db087111/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f68e9f92313352ac5b4c9eb9db087111/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/f68e9f92313352ac5b4c9eb9db087111/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,192
192,Gadsden,AL,35903,"354 East Meighan Blvd, Gadsden, AL 35903",Sonic (354 East Meighan Blvd)*,a63207e4-5ae8-47b7-81b8-33525ebaad60,https://www.ubereats.com/store/sonic-354-east-meighan-blvd*/a63207e4-5ae8-47b7-81b8-33525ebaad60,$0 Delivery Fee (Spend $20),34.01017,-85.98891,False,Opens at 7:00 AM,,,,,$$,https://tb-static.uber.com/prod/image-proc/processed_images/433d30cee75a63de5d3795570a7ebf70/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/433d30cee75a63de5d3795570a7ebf70/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/433d30cee75a63de5d3795570a7ebf70/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/433d30cee75a63de5d3795570a7ebf70/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/433d30cee75a63de5d3795570a7ebf70/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,193
193,Gadsen,AL,35901,"1722 Rainbow Drive, Gadsen, AL 35901",Applebee's (Gadsden),d25de96e-f38c-4070-abc0-a580fec311f5,https://www.ubereats.com/store/applebees-gadsden/d25de96e-f38c-4070-abc0-a580fec311f5,,33.9804667,-86.0064619,False,Opens at 11:00 AM,,,14.0,5.0,$$,https://tb-static.uber.com/prod/image-proc/processed_images/8d19ad337ae1d7a5d09fab51d18ad790/3ac2b39ad528f8c8c5dc77c59abb683d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/8d19ad337ae1d7a5d09fab51d18ad790/719c6bd2757b08684c0faae44d43159d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/8d19ad337ae1d7a5d09fab51d18ad790/93b5fd796682c6d5302cd5bec164fe90.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/8d19ad337ae1d7a5d09fab51d18ad790/97e6648b3593c29cb4a6335f976e6d84.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/8d19ad337ae1d7a5d09fab51d18ad790/a70f5c9df440d10213e93244e9eb7cad.jpeg,2022-11-09 18:03:43,194
194,Gadsden,AL,35901,"957 West Meighan Boulevard, Gadsden, AL 35901",Golden China,61eb0327-8f32-55ae-ae19-8f663fc6ad9b,https://www.ubereats.com/store/golden-china/61eb0327-8f32-55ae-ae19-8f663fc6ad9b,,34.01930824166128,-86.01450683855983,False,Opens at 11:30 AM,,,,,$$,https://duyt4h9nfnj50.cloudfront.net/resized/1526498293080-w2880-cd.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1526498293080-w750-99.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1526498293080-w640-2c.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1526498293080-w240-bb.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1526498293080-w550-ae.jpg,2022-11-09 18:03:43,195
195,Gadsden,AL,35901,"917 Rainbow Drive, Gadsden, AL 35901",Captain D's (917 Rainbow Drive),a9f57fe2-6d4f-4cf9-81ce-9c1f50eef219,https://www.ubereats.com/store/captain-ds-917-rainbow-drive/a9f57fe2-6d4f-4cf9-81ce-9c1f50eef219,,33.998865,-86.0048595,False,Opens at 10:15 AM,,,,,$,https://duyt4h9nfnj50.cloudfront.net/resized/1535059060666-w2880-b1.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1535059060666-w240-d5.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1535059060666-w750-3a.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1535059060666-w640-59.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1535059060666-w550-59.jpg,2022-11-09 18:03:43,196
196,Gadsden,AL,35903,"510 E Meighan Blvd # 7, Gadsden, AL 35903",Pizza Hut (510 E Meighan Blvd # 7),6f5bab67-d267-5b57-90fd-3d3e8846deab,https://www.ubereats.com/store/pizza-hut-510-e-meighan-blvd-#-7/6f5bab67-d267-5b57-90fd-3d3e8846deab,,34.00904,-85.98595,False,Opens at 10:00 AM,,,,,$,https://tb-static.uber.com/prod/image-proc/processed_images/b44b50dd3ff8cb53bd17f6df3abc8125/c73ecc27d2a9eaa735b1ee95304ba588.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b44b50dd3ff8cb53bd17f6df3abc8125/445a4b2618e10f7db95d4f17a85b117d.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b44b50dd3ff8cb53bd17f6df3abc8125/1651207c9cb2a7942b37b3f3e4a0b899.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b44b50dd3ff8cb53bd17f6df3abc8125/1153e79d90aa7e9dd2351e1aa8dc4e16.jpeg,https://tb-static.uber.com/prod/image-proc/processed_images/b44b50dd3ff8cb53bd17f6df3abc8125/820883a48567670acbd720bc76391291.jpeg,2022-11-09 18:03:43,197
197,Gadsden,AL,35901,"1725 Rainbow Drive, Gadsden, AL 35901",Red Lobster  (1725 Rainbow Drive),3ba25945-be50-4f9c-b58f-9fc19f4a9476,https://www.ubereats.com/store/red-lobster-1725-rainbow-drive/3ba25945-be50-4f9c-b58f-9fc19f4a9476,,33.980628,-86.007564,False,Opens at 11:00 AM,,,,,$$,,,,,,2022-11-09 18:03:43,198
198,254 S College St Gadsden AL 35901,254,S,254 S College St Gadsden AL 35901,Beautiful Rainbow Cafe,6671147c-33d8-4380-bfa1-3ff118d0bc30,https://www.ubereats.com/store/beautiful-rainbow-cafe/6671147c-33d8-4380-bfa1-3ff118d0bc30,,34.01266,-86.00928,False,Opens at 11:30 AM,,,,,$$,https://duyt4h9nfnj50.cloudfront.net/resized/7bd8c7763b6113df21e5a64b97f3457c-w2880-b7.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/7bd8c7763b6113df21e5a64b97f3457c-w240-f8.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/7bd8c7763b6113df21e5a64b97f3457c-w640-e7.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/7bd8c7763b6113df21e5a64b97f3457c-w550-06.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/7bd8c7763b6113df21e5a64b97f3457c-w750-7e.jpg,2022-11-09 18:03:43,199
199,Gadsden,AL,35903,"404 East Meighan Boulevard , Suite 200, Gadsden, AL 35903",Jersey Mike’s Subs (404 East Meighan Blvd),625a10c3-9825-4c06-8e30-dc59c3a3cc8f,https://www.ubereats.com/store/jersey-mikes-subs-404-east-meighan-blvd/625a10c3-9825-4c06-8e30-dc59c3a3cc8f,,34.01004,-85.98827,False,Opens at 9:45 AM,,,,,$,https://d1ralsognjng37.cloudfront.net/14c894d2-667f-4b10-9313-815f443ddeb0.jpeg,https://d1ralsognjng37.cloudfront.net/6379ab32-4087-4283-8201-ad072b3d1f07.jpeg,https://d1ralsognjng37.cloudfront.net/90d3299e-7306-44e2-9dfe-d287d0e75f7d.jpeg,https://d1ralsognjng37.cloudfront.net/52f3549c-336e-47c6-bb11-dcada6d15c32.jpeg,https://d1ralsognjng37.cloudfront.net/5627f334-2faf-4a68-be32-c774fce10ec4.jpeg,2022-11-09 18:03:43,200
200,Gadsden,AL,35901,"1001 Rainbow Drive, Gadsden, AL 35901",Kobe Japanese Steakhouse,b193377c-2f89-51f1-a748-551dea8c3c0a,https://www.ubereats.com/store/kobe-japanese-steakhouse/b193377c-2f89-51f1-a748-551dea8c3c0a,,33.99761,-86.00468,False,Opens at 11:30 AM,,,,,$$,https://duyt4h9nfnj50.cloudfront.net/resized/1541619215455-w2880-ad.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1541619215455-w240-0a.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1541619215455-w750-65.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1541619215455-w640-79.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/1541619215455-w550-2d.jpg,2022-11-09 18:03:43,201
201,Attalla,AL,35954,"701 Gilbert Ferry Road Southeast, Attalla, AL 35954",Hector‚Äôs Kitchen,61c9dd54-79df-5311-98b0-7761c9befda7,https://www.ubereats.com/store/hectoraos-kitchen/61c9dd54-79df-5311-98b0-7761c9befda7,,33.99656,-86.09983,False,Opens at 11:30 AM,,,,,$$,https://duyt4h9nfnj50.cloudfront.net/resized/775e32f8a65d60743c345a12ce653bba-w2880-35.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/775e32f8a65d60743c345a12ce653bba-w240-9f.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/775e32f8a65d60743c345a12ce653bba-w550-76.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/775e32f8a65d60743c345a12ce653bba-w750-91.jpg,https://duyt4h9nfnj50.cloudfront.net/resized/775e32f8a65d60743c345a12ce653bba-w640-c7.jpg,2022-11-09 18:03:43,202
